"BUYER","BUYER_STATE","BUYER_COUNTRY"
6666,"IN","USA"
6667,"CA","USA"
6668,"AR","USA"
6669,"FL","USA"
6670,"FL","USA"
6671,"MS","USA"
6673,"HN","HND"
6674,"AB","CAN"
6676,"CA","USA"
6677,"BO","BOL"
6678,"  ","   "
6679,"UE","ARE"
6680,"GE","GEO"
6681,"CR","CRI"
6682,"CR","CRI"
6683,"LB","LBN"
6684,"PB","MEX"
6686,"OR","USA"
6687,"SV","SLV"
6688,"FL","USA"
6689,"NJ","USA"
6692,"GA","USA"
6693,"FL","USA"
6694,"NC","USA"
6695,"GA","USA"
6696,"GA","USA"
6697,"HN","HND"
6698,"NJ","USA"
6699,"CA","USA"
6700,"MO","USA"
6701,"AR","USA"
6702,"NG","NGA"
6703,"MX","MEX"
6704,"TM","MEX"
6705,"GH","GHA"
6706,"NJ","USA"
6709,"GT","GTM"
6710,"MO","USA"
6711,"NJ","USA"
6712,"FL","USA"
6713,"GT","GTM"
6714,"HI","USA"
6715,"AL","USA"
6716,"CA","USA"
6717,"CA","USA"
6718,"AL","USA"
6719,"BO","BOL"
6720,"BO","BOL"
6721,"FL","USA"
6723,"NG","NGA"
6724,"KY","USA"
6725,"NY","USA"
6726,"CA","USA"
6727,"CA","USA"
6729,"MI","USA"
6730,"MA","USA"
6731,"DE","USA"
6732,"DE","USA"
6733,"AK","USA"
6735,"CA","USA"
6737,"OR","USA"
6738,"PA","USA"
6739,"NJ","USA"
6740,"JN","JOR"
6741,"AZ","USA"
6742,"GH","GHA"
6743,"FL","USA"
6744,"CH","MEX"
6745,"ND","USA"
6746,"TM","MEX"
6747,"AR","USA"
6748,"SV","SLV"
6749,"HN","HND"
6750,"MI","USA"
6751,"BO","BOL"
6752,"GT","GTM"
6754,"IL","USA"
6756,"CA","USA"
6757,"CP","MEX"
6758,"KY","USA"
6759,"NJ","USA"
6760,"AL","USA"
6761,"OK","USA"
6762,"KY","USA"
6763,"AB","CAN"
6764,"AM","ARM"
6765,"CA","USA"
6766,"NC","USA"
6767,"CT","USA"
6768,"BS","BHS"
6772,"AR","USA"
6774,"TX","USA"
6775,"CA","USA"
6776,"AZ","USA"
6777,"BJ","MEX"
6778,"NG","NGA"
6779,"BO","BOL"
6780,"SV","SLV"
6781,"CA","USA"
6782,"MI","USA"
6783,"SN","MEX"
6784,"MX","MEX"
6785,"KA","KAZ"
6786,"IL","USA"
6787,"GE","GEO"
6788,"LY","LBY"
6789,"MI","USA"
6790,"GT","GTM"
6792,"GT","GTM"
6793,"GT","GTM"
6794,"TN","USA"
6796,"GA","USA"
6798,"CA","USA"
6800,"PA","USA"
6801,"AR","USA"
6803,"OR","USA"
6804,"FL","USA"
6805,"QC","CAN"
6807,"NJ","USA"
6808,"FL","USA"
6809,"IL","USA"
6810,"CA","USA"
6811,"MI","USA"
6812,"CZ","MEX"
6813,"WI","USA"
6814,"KY","USA"
6816,"GH","GHA"
6818,"FL","USA"
6819,"CT","USA"
6820,"FL","USA"
6822,"GT","GTM"
6823,"TX","USA"
6824,"FL","USA"
6825,"MI","USA"
6826,"MA","USA"
6827,"GE","GEO"
6828,"DE","USA"
6829,"GA","USA"
6830,"CH","MEX"
6831,"MO","USA"
6832,"JN","JOR"
6834,"GA","USA"
6835,"DE","USA"
6836,"FL","USA"
6837,"AZ","USA"
6838,"NC","USA"
6839,"NG","NGA"
6840,"MO","USA"
6841,"CA","USA"
6842,"FL","USA"
6843,"AR","USA"
6845,"SD","USA"
6846,"JL","MEX"
6848,"KY","USA"
6850,"PA","USA"
6854,"CO","USA"
6855,"TN","USA"
6859,"LY","LBY"
6860,"FL","USA"
6861,"OH","USA"
6862,"AF","AFG"
6863,"ZC","MEX"
6864,"CH","MEX"
6865,"GE","GEO"
6866,"CA","USA"
6868,"MD","USA"
6869,"FL","USA"
6870,"FL","USA"
6873,"AK","USA"
6874,"TX","USA"
6875,"CH","MEX"
6876,"FL","USA"
6877,"CA","USA"
6878,"GE","GEO"
6879,"CA","USA"
6880,"FL","USA"
6881,"FL","USA"
6882,"AZ","USA"
6883,"GT","GTM"
6884,"PA","USA"
6887,"CA","USA"
6888,"CA","USA"
6889,"DO","DOM"
6890,"TM","MEX"
6891,"PA","USA"
6892,"WI","USA"
6893,"AB","CAN"
6894,"CA","USA"
6895,"NJ","USA"
6896,"CA","USA"
6897,"MN","USA"
6898,"CA","USA"
6899,"MO","USA"
6902,"MN","USA"
6904,"CA","USA"
6905,"OR","USA"
6907,"SN","MEX"
6908,"FL","USA"
6909,"CA","USA"
6910,"AB","CAN"
6911,"NM","USA"
6912,"CA","USA"
6913,"FL","USA"
6916,"AR","USA"
6917,"MN","USA"
6919,"TX","USA"
6920,"MH","MLI"
6921,"MI","USA"
6922,"CO","USA"
6923,"AR","USA"
6924,"SV","SLV"
6925,"CO","USA"
6926,"TX","USA"
6927,"GH","GHA"
6929,"NC","USA"
6930,"AR","USA"
6931,"NM","USA"
6932,"GT","GTM"
6933,"CA","USA"
6935,"FL","USA"
6936,"LA","USA"
6937,"LB","LBN"
6938,"TX","USA"
6939,"PA","USA"
6940,"AL","USA"
6941,"NC","USA"
6942,"FL","USA"
6943,"GT","GTM"
6944,"AF","AFG"
6945,"AR","USA"
6947,"IL","USA"
6948,"NJ","USA"
6949,"NJ","USA"
6950,"ME","USA"
6951,"WI","USA"
6952,"IL","USA"
6954,"GA","USA"
6955,"CH","MEX"
6956,"KY","USA"
6957,"FL","USA"
6958,"FL","USA"
6959,"FL","USA"
6960,"FL","USA"
6962,"IL","USA"
6963,"RI","USA"
6964,"IA","USA"
6966,"PL","POL"
6968,"CH","MEX"
6970,"KY","USA"
6971,"RC","CHN"
6972,"LY","LBY"
6973,"GA","USA"
6974,"MA","USA"
6975,"NG","NGA"
6977,"HD","MEX"
6978,"NG","NGA"
6979,"GH","GHA"
6980,"FL","USA"
6981,"DO","DOM"
6984,"BS","BHS"
6985,"LY","LBY"
6986,"CA","USA"
6987,"GH","GHA"
6988,"LY","LBY"
6989,"FL","USA"
6990,"OH","USA"
6991,"AZ","USA"
6992,"MI","USA"
6994,"CA","USA"
6996,"MI","USA"
6997,"FL","USA"
6998,"OK","USA"
6999,"AR","USA"
7000,"KY","USA"
7001,"TN","USA"
7003,"FL","USA"
7004,"CZ","MEX"
7005,"AL","USA"
7006,"CO","USA"
7007,"AL","USA"
7008,"KY","USA"
7010,"MO","USA"
7011,"GH","GHA"
7013,"CA","USA"
7014,"AR","USA"
7015,"CA","USA"
7016,"AZ","USA"
7017,"TM","MEX"
7018,"AL","USA"
7019,"HN","HND"
7020,"IL","USA"
7021,"UE","ARE"
7022,"CA","USA"
7023,"FL","USA"
7025,"DO","DOM"
7026,"SC","USA"
7028,"PA","USA"
7030,"GE","GEO"
7031,"CA","USA"
7032,"MB","CAN"
7033,"IL","USA"
7034,"CI","CHL"
7035,"CA","USA"
7037,"NJ","USA"
7039,"GT","GTM"
7040,"BJ","MEX"
7041,"LY","LBY"
7042,"CA","USA"
7043,"NG","NGA"
7044,"WI","USA"
7046,"MI","USA"
7047,"FL","USA"
7049,"AL","USA"
7050,"CA","USA"
7051,"FL","USA"
7052,"CA","USA"
7053,"SV","SLV"
7054,"HI","USA"
7055,"CA","USA"
7056,"KY","USA"
7057,"CR","CRI"
7060,"AL","USA"
7062,"FL","USA"
7063,"FL","USA"
7064,"CA","USA"
7065,"UE","ARE"
7067,"DE","USA"
7070,"KS","USA"
7071,"NV","USA"
7072,"GT","GTM"
7073,"MI","USA"
7074,"IL","USA"
7077,"BJ","MEX"
7079,"GH","GHA"
7080,"FL","USA"
7081,"GE","GEO"
7082,"GE","GEO"
7084,"CA","USA"
7086,"GA","USA"
7087,"  ","   "
7088,"IL","USA"
7089,"LY","LBY"
7090,"TX","USA"
7091,"GE","GEO"
7092,"KY","USA"
7093,"CA","USA"
7094,"FL","USA"
7095,"NG","NGA"
7096,"ND","USA"
7097,"MI","USA"
7098,"GT","GTM"
7099,"OM","OMN"
7100,"PA","USA"
7101,"SV","SLV"
7102,"OR","USA"
7103,"ID","USA"
7105,"CA","USA"
7106,"AZ","USA"
7109,"KY","USA"
7111,"TX","USA"
7112,"FL","USA"
7114,"IA","USA"
7115,"  ","   "
7116,"CA","USA"
7117,"FL","USA"
7118,"FL","USA"
7119,"CA","USA"
7121,"BS","BHS"
7122,"NG","NGA"
7124,"GT","GTM"
7125,"TM","MEX"
7126,"NY","USA"
7127,"MD","USA"
7128,"UA","UKR"
7129,"FL","USA"
7130,"CA","USA"
7132,"AR","USA"
7133,"IL","USA"
7134,"CA","USA"
7135,"TX","USA"
7136,"MI","USA"
7137,"AF","AFG"
7138,"CA","USA"
7139,"DE","USA"
7140,"CA","USA"
7141,"HN","HND"
7143,"MI","USA"
7145,"AB","CAN"
7146,"OH","USA"
7147,"FL","USA"
7148,"HN","HND"
7149,"TX","USA"
7151,"UT","USA"
7152,"FL","USA"
7154,"IN","USA"
7155,"HN","HND"
7156,"FL","USA"
7157,"AF","AFG"
7158,"GA","USA"
7159,"SV","SLV"
7160,"FL","USA"
7161,"IN","USA"
7163,"HN","HND"
7164,"AL","USA"
7165,"GA","USA"
7166,"BG","BGR"
7167,"NM","USA"
7170,"MN","USA"
7171,"AK","USA"
7172,"CH","MEX"
7173,"OK","USA"
7175,"IA","USA"
7176,"CH","MEX"
7177,"IL","USA"
7178,"SV","SLV"
7179,"IL","USA"
7180,"CA","USA"
7181,"MO","USA"
7182,"CA","USA"
7183,"GE","GEO"
7184,"TX","USA"
7185,"EG","EGY"
7188,"CA","USA"
7189,"NJ","USA"
7190,"CA","USA"
7191,"CA","USA"
7192,"CA","USA"
7193,"CA","USA"
7194,"CA","USA"
7196,"FL","USA"
7197,"FL","USA"
7198,"AK","USA"
7199,"PA","USA"
7201,"CA","USA"
7202,"PA","USA"
7203,"FL","USA"
7204,"FL","USA"
7205,"FL","USA"
7206,"IL","USA"
7207,"TB","MEX"
7208,"MC","MEX"
7209,"AB","CAN"
7210,"AR","USA"
7211,"MI","USA"
7212,"TX","USA"
7213,"FL","USA"
7214,"AZ","USA"
7215,"MI","USA"
7216,"NG","NGA"
7218,"NC","USA"
7219,"AR","USA"
7220,"AR","USA"
7221,"CA","USA"
7222,"NG","NGA"
7224,"TX","USA"
7225,"IL","USA"
7228,"CA","USA"
7230,"CA","USA"
7231,"CH","MEX"
7232,"IN","USA"
7233,"AA","ALB"
7234,"GT","GTM"
7235,"NC","USA"
7236,"NJ","USA"
7237,"TX","USA"
7238,"ID","USA"
7239,"UE","ARE"
7240,"FL","USA"
7241,"SN","MEX"
7243,"KY","USA"
7244,"SC","USA"
7247,"CA","USA"
7248,"FL","USA"
7249,"CA","USA"
7250,"AZ","USA"
7251,"IN","USA"
7252,"TX","USA"
7253,"FL","USA"
7254,"MI","USA"
7256,"AL","USA"
7257,"CH","MEX"
7258,"PL","POL"
7259,"MO","USA"
7260,"OH","USA"
7261,"TM","MEX"
7262,"BC","CAN"
7263,"FL","USA"
7264,"AL","USA"
7265,"OR","USA"
7266,"UA","UKR"
7267,"NJ","USA"
7269,"MA","USA"
7270,"IA","USA"
7271,"CA","USA"
7272,"DE","USA"
7273,"CO","USA"
7274,"GT","GTM"
7275,"MO","USA"
7276,"AB","CAN"
7277,"KY","USA"
7278,"MO","USA"
7279,"SC","USA"
7280,"MN","USA"
7281,"FL","USA"
7282,"HN","HND"
7283,"NJ","USA"
7284,"MO","USA"
7285,"OH","USA"
7286,"CA","USA"
7287,"BS","BHS"
7288,"AR","USA"
7289,"MD","USA"
7290,"CH","MEX"
7291,"IL","USA"
7292,"OH","USA"
7293,"AZ","USA"
7294,"DE","USA"
7295,"CA","USA"
7297,"OR","USA"
7298,"OR","USA"
7299,"TX","USA"
7300,"NY","USA"
7301,"FL","USA"
7302,"FL","USA"
7303,"FL","USA"
7304,"JL","MEX"
7305,"MI","USA"
7306,"MI","USA"
7307,"BJ","MEX"
7308,"CH","MEX"
7310,"CA","USA"
7312,"NG","NGA"
7313,"GT","GTM"
7314,"PA","USA"
7315,"GT","GTM"
7316,"CA","USA"
7317,"GT","GTM"
7318,"IA","USA"
7319,"FL","USA"
7320,"CA","USA"
7323,"UT","USA"
7324,"FL","USA"
7325,"SN","MEX"
7326,"OH","USA"
7328,"AZ","USA"
7329,"NJ","USA"
7333,"MN","USA"
7334,"KY","USA"
7335,"CA","USA"
7336,"NJ","USA"
7338,"UE","ARE"
7340,"CA","USA"
7343,"MS","USA"
7344,"BJ","MEX"
7346,"NG","NGA"
7347,"NG","NGA"
7348,"CA","USA"
7349,"PA","USA"
7351,"GE","GEO"
7353,"UT","USA"
7354,"NJ","USA"
7356,"DG","MEX"
7357,"CA","USA"
7358,"KY","USA"
7359,"GA","USA"
7360,"CL","MEX"
7361,"PA","USA"
7362,"CT","USA"
7363,"NG","NGA"
7364,"MI","USA"
7365,"AB","CAN"
7366,"FL","USA"
7368,"AK","USA"
7369,"NE","USA"
7370,"CH","MEX"
7372,"IN","USA"
7374,"TN","USA"
7375,"SA","MEX"
7376,"NC","USA"
7377,"FL","USA"
7380,"MN","USA"
7382,"AZ","USA"
7383,"CT","USA"
7384,"LY","LBY"
7385,"PA","USA"
7386,"GT","GTM"
7387,"MN","USA"
7388,"PA","USA"
7390,"TX","USA"
7392,"MS","USA"
7395,"DE","USA"
7396,"GT","GTM"
7397,"FL","USA"
7398,"BJ","MEX"
7399,"CO","USA"
7400,"OR","USA"
7402,"DE","USA"
7405,"OH","USA"
7406,"TX","USA"
7407,"TX","USA"
7408,"FL","USA"
7409,"QC","CAN"
7410,"FL","USA"
7411,"PA","USA"
7412,"NY","USA"
7413,"NG","NGA"
7415,"CA","USA"
7416,"GA","USA"
7417,"GT","GTM"
7418,"TX","USA"
7420,"NM","USA"
7421,"GE","GEO"
7422,"MD","USA"
7426,"GT","GTM"
7427,"NJ","USA"
7428,"LB","LBN"
7430,"AL","USA"
7434,"TM","MEX"
7435,"KY","USA"
7436,"AL","USA"
7437,"AL","USA"
7438,"FL","USA"
7439,"MI","USA"
7440,"AZ","USA"
7441,"OH","USA"
7442,"AK","USA"
7445,"PA","USA"
7447,"FL","USA"
7449,"JN","JOR"
7450,"KY","USA"
7451,"TX","USA"
7452,"AB","CAN"
7453,"BC","CAN"
7454,"ON","CAN"
7456,"NG","NGA"
7457,"GE","GEO"
7464,"AZ","USA"
7465,"FL","USA"
7466,"PA","USA"
7468,"NY","USA"
7470,"FL","USA"
7471,"TX","USA"
7472,"JL","MEX"
7473,"KY","USA"
7474,"AZ","USA"
7475,"DE","USA"
7476,"NJ","USA"
7477,"AZ","USA"
7479,"MN","USA"
7480,"CT","USA"
7482,"GA","USA"
7483,"NY","USA"
7486,"TM","MEX"
7487,"PA","USA"
7488,"FL","USA"
7489,"MD","USA"
7490,"HN","HND"
7491,"PA","USA"
7492,"CA","USA"
7493,"NJ","USA"
7494,"GE","GEO"
7495,"CA","USA"
7496,"GR","MEX"
7497,"MN","USA"
7500,"TN","USA"
7501,"FL","USA"
7502,"PN","PAN"
7503,"GT","GTM"
7505,"NJ","USA"
7507,"TX","USA"
7508,"GT","GTM"
7509,"BS","BHS"
7510,"FL","USA"
7511,"GE","GEO"
7512,"FL","USA"
7513,"CA","USA"
7514,"FL","USA"
7515,"CH","MEX"
7517,"CH","MEX"
7518,"ON","CAN"
7520,"PA","USA"
7521,"GE","GEO"
7522,"CT","USA"
7523,"BE","BEN"
7524,"CA","USA"
7525,"GT","GTM"
7526,"KY","USA"
7527,"AZ","USA"
7528,"CA","USA"
7530,"GT","GTM"
7533,"UE","ARE"
7536,"GE","GEO"
7538,"AU","AUS"
7541,"BZ","BLZ"
7542,"MS","USA"
7543,"MI","USA"
7544,"TN","USA"
7545,"NC","USA"
7546,"PA","USA"
7549,"SV","SLV"
7555,"FL","USA"
7557,"GH","GHA"
7558,"FL","USA"
7563,"OR","USA"
7566,"CA","USA"
7568,"TN","USA"
7571,"CH","MEX"
7572,"FL","USA"
7573,"LA","USA"
7574,"NY","USA"
7575,"FL","USA"
7581,"TX","USA"
7582,"IA","USA"
7583,"IA","USA"
7584,"KY","USA"
7587,"FL","USA"
7588,"CA","USA"
7589,"CA","USA"
7590,"IL","USA"
7591,"FL","USA"
7592,"NG","NGA"
7593,"UT","USA"
7598,"RI","USA"
7600,"NJ","USA"
7601,"TX","USA"
7602,"FL","USA"
7604,"CT","USA"
7606,"MT","USA"
7607,"CO","USA"
7608,"CO","USA"
7609,"PA","USA"
7611,"PA","USA"
7612,"NY","USA"
7613,"MI","USA"
7614,"TX","USA"
7615,"RI","USA"
7616,"ND","USA"
7618,"MA","USA"
7620,"MN","USA"
7622,"PA","USA"
7623,"OH","USA"
7624,"GT","GTM"
7625,"CO","USA"
7626,"GE","GEO"
7627,"MO","USA"
7628,"AZ","USA"
7630,"FL","USA"
7632,"MA","USA"
7633,"MN","USA"
7635,"KY","USA"
7636,"NJ","USA"
7637,"FL","USA"
7638,"GT","GTM"
7640,"TX","USA"
7641,"OH","USA"
7643,"OR","USA"
7644,"OH","USA"
7646,"FL","USA"
7647,"GT","GTM"
7648,"IA","USA"
7649,"IL","USA"
7650,"CT","USA"
7651,"AZ","USA"
7652,"FL","USA"
7653,"UA","UKR"
7654,"FL","USA"
7656,"SV","SLV"
7657,"VA","USA"
7659,"IL","USA"
7660,"OH","USA"
7663,"AK","USA"
7665,"TX","USA"
7667,"AF","AFG"
7668,"NY","USA"
7669,"PA","USA"
7671,"NY","USA"
7672,"IL","USA"
7675,"VA","USA"
7676,"CT","USA"
7677,"FL","USA"
7679,"CI","CHL"
7680,"UA","UKR"
7681,"GT","GTM"
7682,"NM","USA"
7683,"FL","USA"
7684,"MI","USA"
7686,"MN","USA"
7687,"DE","USA"
7688,"IN","USA"
7689,"AZ","USA"
7691,"CA","USA"
7692,"CA","USA"
7693,"NJ","USA"
7694,"GT","GTM"
7695,"CA","USA"
7696,"CO","USA"
7699,"MI","USA"
7700,"PA","USA"
7701,"MI","USA"
7703,"NH","USA"
7705,"IL","USA"
7706,"BS","BHS"
7707,"CT","USA"
7708,"WA","USA"
7710,"GT","GTM"
7711,"TX","USA"
7712,"SN","MEX"
7713,"KY","USA"
7714,"MA","USA"
7715,"ON","CAN"
7716,"IN","USA"
7718,"NY","USA"
7721,"FL","USA"
7722,"CO","USA"
7723,"GT","GTM"
7725,"GA","USA"
7726,"CO","USA"
7727,"NC","USA"
7728,"PA","USA"
7729,"CH","MEX"
7730,"GA","USA"
7733,"KY","USA"
7734,"GE","GEO"
7737,"GT","GTM"
7739,"FL","USA"
7740,"LB","LBN"
7741,"CA","USA"
7742,"NC","USA"
7743,"GE","GEO"
7744,"NG","NGA"
7745,"MA","USA"
7746,"TN","USA"
7748,"OH","USA"
7750,"FL","USA"
7753,"CA","USA"
7754,"NC","USA"
7755,"NJ","USA"
7756,"FL","USA"
7758,"MO","USA"
7760,"PA","USA"
7762,"CA","USA"
7763,"ON","CAN"
7764,"VT","USA"
7765,"SV","SLV"
7766,"CT","USA"
7767,"IL","USA"
7768,"PA","USA"
7769,"CT","USA"
7770,"IL","USA"
7771,"OR","USA"
7772,"FL","USA"
7773,"KY","USA"
7774,"PA","USA"
7775,"MT","USA"
7776,"TN","USA"
7777,"UE","ARE"
7778,"OH","USA"
7781,"KY","USA"
7783,"JN","JOR"
7784,"FL","USA"
7786,"NY","USA"
7787,"FL","USA"
7788,"NG","NGA"
7789,"NC","USA"
7790,"YE","YEM"
7791,"VA","USA"
7792,"FL","USA"
7794,"HN","HND"
7795,"NC","USA"
7796,"CA","USA"
7798,"FL","USA"
7799,"AZ","USA"
7800,"NJ","USA"
7801,"BS","BHS"
7802,"AK","USA"
7804,"FL","USA"
7806,"MX","MEX"
7807,"AZ","USA"
7808,"FL","USA"
7809,"FL","USA"
7810,"FL","USA"
7811,"CT","USA"
7812,"MD","USA"
7813,"CA","USA"
7814,"TX","USA"
7815,"LY","LBY"
7816,"MA","USA"
7817,"GA","USA"
7818,"IA","USA"
7820,"CT","USA"
7821,"NJ","USA"
7822,"DE","USA"
7823,"CA","USA"
7824,"MI","USA"
7825,"IN","USA"
7826,"GT","GTM"
7828,"IL","USA"
7829,"MN","USA"
7830,"AZ","USA"
7831,"GE","GEO"
7832,"IA","USA"
7833,"FL","USA"
7834,"GT","GTM"
7835,"OH","USA"
7836,"CA","USA"
7837,"JN","JOR"
7838,"NC","USA"
7839,"AB","CAN"
7840,"NJ","USA"
7841,"FL","USA"
7842,"CO","USA"
7843,"FL","USA"
7844,"GH","GHA"
7845,"WA","USA"
7847,"KM","KHM"
7848,"NJ","USA"
7849,"CA","USA"
7850,"PA","USA"
7851,"MI","USA"
7852,"FL","USA"
7855,"CA","USA"
7857,"CH","MEX"
7859,"NY","USA"
7860,"GA","USA"
7861,"GA","USA"
7862,"MI","USA"
7863,"DE","USA"
7864,"CA","USA"
7867,"AZ","USA"
7868,"AK","USA"
7869,"KY","USA"
7871,"FL","USA"
7873,"TX","USA"
7874,"DG","MEX"
7875,"NJ","USA"
7876,"NV","USA"
7877,"GH","GHA"
7878,"CO","USA"
7879,"MI","USA"
7880,"NJ","USA"
7881,"CA","USA"
7882,"FL","USA"
7883,"NC","USA"
7884,"AZ","USA"
7885,"TX","USA"
7886,"KY","USA"
7887,"CA","USA"
7888,"CA","USA"
7890,"FL","USA"
7891,"CA","USA"
7892,"FL","USA"
7893,"SV","SLV"
7894,"FL","USA"
7895,"NG","NGA"
7896,"TX","USA"
7897,"MI","USA"
7899,"IA","USA"
7900,"UE","ARE"
7901,"FL","USA"
7902,"UT","USA"
7903,"AR","USA"
7904,"FL","USA"
7905,"LA","USA"
7909,"FL","USA"
7910,"FL","USA"
7911,"BJ","MEX"
7913,"CA","USA"
7914,"CA","USA"
7916,"KY","USA"
7917,"FL","USA"
7918,"FL","USA"
7919,"AL","USA"
7920,"FL","USA"
7921,"CA","USA"
7922,"AL","USA"
7923,"GE","GEO"
7924,"TX","USA"
7925,"HN","HND"
7926,"FL","USA"
7927,"MO","USA"
7928,"MA","USA"
7930,"CA","USA"
7931,"TX","USA"
7932,"TX","USA"
7933,"CO","USA"
7934,"FL","USA"
7935,"NY","USA"
7936,"AZ","USA"
7937,"IL","USA"
7938,"MO","USA"
7939,"FL","USA"
7940,"MS","USA"
7941,"IL","USA"
7942,"AL","USA"
7943,"IA","USA"
7944,"CO","USA"
7945,"CO","USA"
7946,"AZ","USA"
7947,"IL","USA"
7948,"FL","USA"
7949,"CH","MEX"
7952,"NG","NGA"
7953,"PA","USA"
7954,"TX","USA"
7956,"MN","USA"
7957,"FL","USA"
7958,"CA","USA"
7960,"IL","USA"
7961,"OR","USA"
7962,"GH","GHA"
7963,"GT","GTM"
7964,"AZ","USA"
7966,"TX","USA"
7968,"MN","USA"
7969,"CA","USA"
7970,"IA","USA"
7971,"CA","USA"
7972,"CA","USA"
7973,"JN","JOR"
7974,"CA","USA"
7975,"GT","GTM"
7976,"IL","USA"
7977,"TM","MEX"
7978,"MO","USA"
7979,"FL","USA"
7980,"FL","USA"
7982,"AR","USA"
7983,"WI","USA"
7984,"IA","USA"
7985,"IN","USA"
7986,"CA","USA"
7987,"AB","CAN"
7988,"CI","CHL"
7989,"WI","USA"
7990,"IA","USA"
7991,"DG","MEX"
7992,"MN","USA"
7993,"IL","USA"
7994,"NY","USA"
7995,"CA","USA"
7996,"PA","USA"
7998,"TX","USA"
7999,"MN","USA"
8000,"GA","USA"
8001,"JN","JOR"
8002,"CA","USA"
8003,"ID","USA"
8005,"FL","USA"
8006,"WI","USA"
8007,"MI","USA"
8008,"WI","USA"
8009,"TN","USA"
8011,"BZ","BLZ"
8012,"FL","USA"
8013,"GT","GTM"
8014,"TM","MEX"
8015,"IN","USA"
8016,"NC","USA"
8017,"CA","USA"
8018,"DE","USA"
8019,"FL","USA"
8020,"MD","USA"
8021,"FL","USA"
8022,"AB","CAN"
8023,"NJ","USA"
8024,"UT","USA"
8025,"AR","USA"
8026,"IA","USA"
8027,"FL","USA"
8028,"IA","USA"
8029,"MD","USA"
8031,"KY","USA"
8033,"CA","USA"
8035,"KY","USA"
8036,"KS","USA"
8037,"NC","USA"
8038,"NY","USA"
8040,"AL","USA"
8041,"LY","LBY"
8042,"NG","NGA"
8043,"FL","USA"
8044,"AF","AFG"
8045,"KY","USA"
8046,"AL","USA"
8047,"TX","USA"
8048,"TN","USA"
8049,"IN","USA"
8050,"CA","USA"
8051,"AZ","USA"
8053,"FL","USA"
8054,"FL","USA"
8057,"  ","   "
8058,"FL","USA"
8059,"GA","USA"
8060,"DE","USA"
8062,"AZ","USA"
8063,"IL","USA"
8064,"CA","USA"
8065,"GA","USA"
8066,"FL","USA"
8067,"MO","USA"
8068,"MI","USA"
8070,"MA","USA"
8071,"CA","USA"
8072,"CO","USA"
8073,"CH","MEX"
8074,"ID","USA"
8075,"TX","USA"
8076,"CH","MEX"
8077,"KS","USA"
8078,"CA","USA"
8079,"TN","USA"
8080,"MN","USA"
8081,"CA","USA"
8082,"NJ","USA"
8083,"CH","MEX"
8084,"IA","USA"
8085,"AL","USA"
8087,"KY","USA"
8088,"NC","USA"
8089,"PE","CAN"
8090,"CA","USA"
8092,"AL","USA"
8093,"NG","NGA"
8094,"NC","USA"
8095,"GH","GHA"
8096,"TX","USA"
8097,"IL","USA"
8098,"JN","JOR"
8099,"IQ","IRQ"
8100,"FL","USA"
8101,"MI","USA"
8102,"GT","GTM"
8103,"NC","USA"
8105,"TM","MEX"
8106,"JL","MEX"
8107,"FL","USA"
8108,"TX","USA"
8109,"NY","USA"
8110,"AZ","USA"
8111,"GT","GTM"
8112,"UT","USA"
8113,"FL","USA"
8114,"FL","USA"
8115,"CA","USA"
8116,"CA","USA"
8117,"NJ","USA"
8118,"NG","NGA"
8119,"BS","BHS"
8123,"IL","USA"
8124,"HN","HND"
8125,"GH","GHA"
8126,"GA","USA"
8129,"GT","GTM"
8130,"AB","CAN"
8131,"AB","CAN"
8133,"CH","MEX"
8134,"TX","USA"
8136,"CA","USA"
8137,"GT","GTM"
8138,"FL","USA"
8139,"FL","USA"
8140,"NJ","USA"
8141,"TX","USA"
8143,"CA","USA"
8144,"NC","USA"
8145,"MO","USA"
8147,"IN","USA"
8148,"NC","USA"
8149,"OK","USA"
8150,"IN","USA"
8151,"NG","NGA"
8152,"LY","LBY"
8153,"NC","USA"
8154,"ME","USA"
8155,"MI","USA"
8156,"IN","USA"
8157,"HN","HND"
8158,"SV","SLV"
8159,"NJ","USA"
8161,"NG","NGA"
8162,"SV","SLV"
8163,"GH","GHA"
8164,"AZ","USA"
8165,"GH","GHA"
8166,"GT","GTM"
8167,"IQ","IRQ"
8168,"AB","CAN"
8169,"NC","USA"
8170,"UA","UKR"
8172,"RS","RUS"
8173,"NC","USA"
8174,"HN","HND"
8175,"AB","CAN"
8176,"IL","USA"
8177,"NC","USA"
8179,"NY","USA"
8180,"TN","USA"
8181,"GE","GEO"
8182,"KY","USA"
8183,"UT","USA"
8184,"TX","USA"
8185,"FL","USA"
8187,"MA","USA"
8189,"FL","USA"
8190,"AB","CAN"
8192,"GH","GHA"
8193,"IL","USA"
8194,"NJ","USA"
8195,"GT","GTM"
8196,"NC","USA"
8197,"FL","USA"
8198,"LY","LBY"
8199,"NJ","USA"
8200,"NJ","USA"
8201,"GT","GTM"
8202,"OR","USA"
8203,"GE","GEO"
8205,"NG","NGA"
8206,"KY","USA"
8207,"MI","USA"
8208,"KY","USA"
8209,"CA","USA"
8210,"NC","USA"
8211,"UT","USA"
8213,"CA","USA"
8214,"MN","USA"
8215,"DO","DOM"
8216,"LB","LBN"
8218,"VT","USA"
8219,"IN","USA"
8220,"NE","USA"
8221,"IA","USA"
8223,"CA","USA"
